EM, SEM
2.8640000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.8860000000000000e+03
2.3050000000000000e+03,1.8860000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.8860000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
2.4450000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.3960000000000000e+03
1.9560000000000000e+03,1.8860000000000000e+03
2.4440000000000000e+03,2.3750000000000000e+03
2.3750000000000000e+03,1.8860000000000000e+03
2.3050000000000000e+03,1.8850000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
2.8640000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.9560000000000000e+03
1.4660000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.9560000000000000e+03
2.9340000000000000e+03,1.3970000000000000e+03
2.7940000000000000e+03,1.4660000000000000e+03
2.4440000000000000e+03,2.3050000000000000e+03
1.3970000000000000e+03,2.3750000000000000e+03
2.4450000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.8850000000000000e+03
1.3970000000000000e+03,1.3970000000000000e+03
2.4450000000000000e+03,9.7700000000000000e+02
2.3750000000000000e+03,1.8850000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.8860000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.8860000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.8160000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.8860000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
2.4450000000000000e+03,1.4660000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,9.7800000000000000e+02
2.3050000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.8860000000000000e+03
2.3740000000000000e+03,9.7800000000000000e+02
1.8860000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.3970000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.8850000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
2.4450000000000000e+03,1.4660000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8160000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.8860000000000000e+03
2.3750000000000000e+03,2.3740000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
1.3970000000000000e+03,1.3960000000000000e+03
2.3050000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
1.5854000000000000e+04,1.3970000000000000e+03
1.8850000000000000e+03,2.3750000000000000e+03
2.3740000000000000e+03,9.7800000000000000e+02
2.3750000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,9.7800000000000000e+02
2.3750000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.9560000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.9560000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8160000000000000e+03,1.3970000000000000e+03
2.4450000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
2.3050000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.8860000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.8860000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.3050000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3050000000000000e+03,1.3960000000000000e+03
2.3050000000000000e+03,1.8860000000000000e+03
2.3740000000000000e+03,1.8860000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.8860000000000000e+03
1.8160000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.8860000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.9560000000000000e+03
2.4450000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.9550000000000000e+03
1.9560000000000000e+03,1.8860000000000000e+03
2.3040000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,2.3740000000000000e+03
1.8860000000000000e+03,1.8860000000000000e+03
2.3050000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.8860000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.4670000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,2.7930000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
3.2820000000000000e+03,1.8860000000000000e+03
2.4450000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.8860000000000000e+03
2.4450000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
2.3050000000000000e+03,1.3960000000000000e+03
2.3050000000000000e+03,1.8850000000000000e+03
1.9560000000000000e+03,1.8860000000000000e+03
2.4440000000000000e+03,9.0800000000000000e+02
2.3740000000000000e+03,1.8860000000000000e+03
2.3040000000000000e+03,1.8860000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.9560000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.8850000000000000e+03
9.0800000000000000e+02,1.4670000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
1.4670000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,9.7800000000000000e+02
2.3050000000000000e+03,1.3960000000000000e+03
2.3750000000000000e+03,1.8860000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.8160000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.3970000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3960000000000000e+03
1.4670000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.8160000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.8860000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
2.4450000000000000e+03,1.3960000000000000e+03
2.3050000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.8850000000000000e+03
2.4450000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.4450000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8160000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.3960000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
9.6380000000000000e+03,1.3970000000000000e+03
1.8160000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3270000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.3050000000000000e+03,9.7800000000000000e+02
2.3750000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.8850000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
1.8160000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.8860000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8160000000000000e+03,1.3960000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8160000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
1.9560000000000000e+03,1.3960000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.9560000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,9.0800000000000000e+02
2.4440000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
2.3040000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,9.7800000000000000e+02
2.3750000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.4450000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,9.7800000000000000e+02
2.3750000000000000e+03,9.0800000000000000e+02
2.3750000000000000e+03,9.7700000000000000e+02
2.3750000000000000e+03,1.3960000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
2.3050000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,9.7800000000000000e+02
2.3740000000000000e+03,1.8160000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.8860000000000000e+03
2.3750000000000000e+03,1.8850000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.9560000000000000e+03
2.3050000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
2.4450000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
2.4450000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8160000000000000e+03,1.8860000000000000e+03
1.8160000000000000e+03,1.8850000000000000e+03
2.3750000000000000e+03,1.8850000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3040000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.9560000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.4450000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
1.9560000000000000e+03,1.3960000000000000e+03
2.3750000000000000e+03,1.8850000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.8860000000000000e+03
1.8160000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.8860000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.8860000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,9.7700000000000000e+02
2.3050000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.8860000000000000e+03
1.8160000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8160000000000000e+03,1.8850000000000000e+03
2.3750000000000000e+03,9.7800000000000000e+02
2.3750000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
2.3050000000000000e+03,1.8850000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
2.4440000000000000e+03,1.8860000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.8850000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
2.4450000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,2.3750000000000000e+03
2.3050000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,9.7700000000000000e+02
2.3750000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.9550000000000000e+03
2.3750000000000000e+03,1.8860000000000000e+03
1.8860000000000000e+03,1.8860000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.3960000000000000e+03
1.9560000000000000e+03,1.3960000000000000e+03
1.9560000000000000e+03,1.8860000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.8850000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.9550000000000000e+03
2.3750000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.8860000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.8860000000000000e+03
2.4440000000000000e+03,1.8860000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.9550000000000000e+03
2.3750000000000000e+03,1.8850000000000000e+03
2.3750000000000000e+03,1.8850000000000000e+03
2.4450000000000000e+03,1.8860000000000000e+03
2.3750000000000000e+03,1.3970000000000000e+03
2.4450000000000000e+03,1.3960000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
2.4450000000000000e+03,1.4660000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
2.3040000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,9.7800000000000000e+02
1.9560000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.9550000000000000e+03
2.4450000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.8860000000000000e+03
2.3050000000000000e+03,1.8860000000000000e+03
2.3750000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
2.3740000000000000e+03,1.9560000000000000e+03
2.4440000000000000e+03,1.3270000000000000e+03
2.3040000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4660000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.9560000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.8860000000000000e+03,1.3960000000000000e+03
1.8860000000000000e+03,1.4660000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
2.3740000000000000e+03,1.3970000000000000e+03
2.3050000000000000e+03,1.3970000000000000e+03
1.9560000000000000e+03,1.3970000000000000e+03
2.3750000000000000e+03,1.4670000000000000e+03
1.9550000000000000e+03,1.4670000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8850000000000000e+03,1.3970000000000000e+03
1.8860000000000000e+03,1.9560000000000000e+03
2.3740000000000000e+03,1.4670000000000000e+03
2.4440000000000000e+03,1.4670000000000000e+03
1.8860000000000000e+03,1.8850000000000000e+03
